"Id","Prediction1","Prediction2","Prediction3","Prediction4","Prediction5","Prediction6","Prediction7","Prediction8","Prediction9"
"QBqXtbmpGJTFeNholYcK",0.138,0.118,0.396,0.06,0.076,0.04,0.046,0.036,0.09
"qbTiWZRxesY1FOHQouX2",0.192,0.12,0.064,0.128,0.038,0.246,0.034,0.076,0.102
"qBUk64ufYsoE15SnvlRF",0.188,0.37,0.174,0.038,0.016,0.102,0.01,0.028,0.074
"qbWY7RhkmQT8BuKaIL4g",0.182,0.066,0.076,0.152,0.04,0.136,0.07,0.13,0.148
"qbZs3inKkfATXytr8oPR",0.156,0.51,0.21,0.006,0.03,0.028,0.012,0.014,0.034
"qc0vVCegO4MHQt8yFDlE",0.17,0.142,0.442,0.022,0.054,0.046,0.016,0.038,0.07
"qc39bPH085yIvispZnDW",0.2,0.212,0.306,0.042,0.038,0.098,0.008,0.02,0.076
"qc3tk6H9Op7EdA8YJ5bw",0.248,0.134,0.076,0.11,0.016,0.13,0.046,0.154,0.086
"qC4dn6oAR9T2huHJWGPI",0.134,0.528,0.17,0.03,0.032,0.036,0.002,0.018,0.05
"qC75O02hxAmcfypPX6do",0.098,0.138,0.428,0.046,0.04,0.056,0.012,0.074,0.108
"QC7DP9xBcmeok1dbqZnv",0.142,0.52,0.088,0.026,0.026,0.048,0.024,0.04,0.086
"QcCSnU1ktP9vdeNK5jMI",0.108,0.574,0.13,0.024,0.016,0.058,0,0.044,0.046
"qCEOg4wrpBhkJGaLHXcS",0.17,0.19,0.316,0.052,0.032,0.088,0.018,0.064,0.07
"qCeR4kOZanr0ST8dQPo9",0.13,0.552,0.138,0.026,0.014,0.046,0.004,0.028,0.062
"qcF0CsoJ39xg5HE2X1QV",0.242,0.386,0.084,0.036,0.006,0.078,0.008,0.05,0.11
"qcF72bQoemfBZwGuvkJt",0.132,0.058,0.05,0.146,0.046,0.122,0.102,0.148,0.196
"QCFqmUG3elZA41ocyDd2",0.178,0.476,0.128,0.026,0.014,0.048,0.012,0.03,0.088
"qcGAyZXFIP20RbgoLNfC",0.166,0.19,0.384,0.036,0.036,0.032,0.028,0.026,0.102
"qchpKrJtIuFgMfDQ9Wsj",0.12,0.574,0.152,0.016,0.024,0.036,0,0.02,0.058
"qcJyFl0vZgzSM2jaQThV",0.108,0.04,0.02,0.12,0.038,0.062,0.07,0.496,0.046
"qckiUmPzG64WsVIuLZRl",0.084,0.026,0.02,0.122,0.034,0.08,0.064,0.474,0.096
"QcknxaIApmYlthfyU7dJ",0.114,0.112,0.438,0.064,0.036,0.04,0.036,0.034,0.126
"QckuTCigm3DPV8O1s5ZR",0.132,0.528,0.136,0.042,0.016,0.04,0.01,0.03,0.066
"QCL1XW7dtawG60zyVFig",0.2,0.122,0.082,0.132,0.038,0.122,0.064,0.1,0.14
"qcLiCAJIjRZkod2uMn46",0.218,0.134,0.114,0.104,0.024,0.15,0.026,0.126,0.104
"QCmOnZgoSrR87Lb5Xpjv",0.072,0.668,0.096,0.012,0.018,0.058,0.01,0.028,0.038
"QCMXAHz90f7dBD8GrTNm",0.114,0.176,0.39,0.056,0.04,0.056,0.034,0.07,0.064
"QcNkAb26CSImUfVnBtGO",0.07,0.576,0.164,0.03,0.014,0.044,0.004,0.038,0.06
"QCpoiJrS9ckuMPRaVKIT",0.158,0.194,0.106,0.098,0.032,0.138,0.018,0.108,0.148
"QCqZ8mFM1HJij0oSIlnY",0.082,0.012,0.034,0.1,0.016,0.082,0.482,0.124,0.068
"qCR2HQsJ8pTImADEMrB4",0.116,0.526,0.1,0.05,0.016,0.054,0.016,0.046,0.076
"QcRCqagMiGf71ePB6bjZ",0.116,0.556,0.174,0.01,0.03,0.034,0.002,0.028,0.05
"QcrF07T9dwvfBgS4ao5P",0.136,0.164,0.344,0.066,0.04,0.092,0.008,0.066,0.084
"qcS1z7CBGmOWZkf48XyQ",0.252,0.106,0.148,0.078,0.028,0.122,0.03,0.086,0.15
"qct1mbDeZz9pRQj5GwM2",0.22,0.202,0.154,0.026,0.016,0.062,0.03,0.08,0.21
"qctxkQu9hT8pZSWFwiMl",0.08,0.02,0.022,0.062,0.02,0.046,0.06,0.622,0.068
"QctYECzVaRrZ1An72xJX",0.08,0.042,0.016,0.08,0.018,0.066,0.064,0.59,0.044
"qCUYTQs4fAPxyVghBIZ8",0.154,0.518,0.132,0.026,0.018,0.028,0.01,0.03,0.084
"QCV7DUqa1NdY4bz3vri6",0.188,0.152,0.12,0.1,0.024,0.148,0.026,0.108,0.134
"qcVSDZ9PA1EdBH5s7pvX",0.268,0.166,0.114,0.132,0.042,0.08,0.026,0.04,0.132
"QCy38sKkblFgHvOLIzNW",0.14,0.082,0.05,0.134,0.048,0.096,0.092,0.192,0.166
"qCzarIDHAxZhJR3bunFj",0.288,0.232,0.12,0.03,0.01,0.062,0.03,0.068,0.16
"Qd1TltmJyVxRaswNhzZP",0.122,0.03,0.036,0.106,0.034,0.08,0.08,0.394,0.118
"QdA2q9NSBUWPG5xJerE3",0.184,0.224,0.114,0.046,0.016,0.214,0.022,0.078,0.102
"qDcPpvT9l6kOfMyCHW74",0.11,0.528,0.144,0.022,0.024,0.054,0.012,0.056,0.05
"qdcvL4iaxEw2r7kOX8HR",0.102,0.552,0.142,0.026,0.014,0.048,0.012,0.048,0.056
"qDdLlWfQbFO0Pzu6yXEm",0.146,0.03,0.046,0.134,0.052,0.09,0.06,0.382,0.06
"QdGnrqMaYtDm5hvsuiZe",0.176,0.134,0.374,0.052,0.05,0.062,0.03,0.046,0.076
"QdHTRjuLBSmiJAqvparP",0.132,0.042,0.026,0.348,0.078,0.058,0.104,0.126,0.086
"qDJhiNP91s2aKcAk0CS5",0.118,0.164,0.476,0.058,0.046,0.052,0.012,0.03,0.044
"qdlkLrIKN5GHxOCiF7DM",0.132,0.21,0.412,0.028,0.038,0.06,0.018,0.028,0.074
"qdlPLRUjv5p18rJB2Esy",0.236,0.362,0.16,0.036,0.008,0.058,0.016,0.028,0.096
"qDohGkHwEjcLb40vVUCM",0.162,0.046,0.056,0.12,0.036,0.166,0.102,0.14,0.172
"qdoxDpMRBr95IkiuVYT2",0.076,0.684,0.09,0.028,0.008,0.044,0.016,0.02,0.034
"QDp0rNOJ8hkRbxeaziLw",0.122,0.562,0.096,0.034,0.02,0.076,0.004,0.036,0.05
"qDpeIjMxmLoaPEWZVONu",0.3,0.288,0.112,0.042,0.006,0.102,0.014,0.032,0.104
"QdRTxIrY7mqAXlMkK5b1",0.172,0.51,0.096,0.026,0.018,0.042,0.02,0.032,0.084
"qdtZ05Bv9eNTYo3Flzu6",0.166,0.058,0.052,0.132,0.038,0.138,0.08,0.176,0.16
"qDU0mTu9pFWxZ8rfeEwA",0.154,0.07,0.052,0.132,0.034,0.168,0.072,0.148,0.17
"QdWNvjMrKC9a3wJGku5o",0.112,0.284,0.114,0.1,0.018,0.146,0.052,0.094,0.08
"qdYjhozV1i597TIO2vGC",0.16,0.186,0.358,0.054,0.044,0.036,0.028,0.046,0.088
"QdZOKHB5lsrGPnaqyTVM",0.132,0.066,0.048,0.154,0.03,0.128,0.146,0.18,0.116
"Qe3xW7N0u1rq9EwMDY2o",0.134,0.46,0.166,0.036,0.036,0.056,0.018,0.032,0.062
"qE4om8hQtTPwxr2Idseb",0.152,0.444,0.142,0.016,0.01,0.054,0.012,0.028,0.142
"Qe5d9cmbMitUTPjNLkyH",0.02,0.018,0.886,0.014,0.01,0.012,0.016,0.016,0.008
"qE78HNgimP23hJyvCZLB",0.146,0.032,0.062,0.152,0.044,0.118,0.076,0.188,0.182
"Qe8b4LPEm7wcd5JZCSfB",0.24,0.294,0.132,0.034,0.024,0.12,0.012,0.044,0.1
"qe8gVZktAnBIiMoxvrN7",0.14,0.318,0.234,0.028,0.026,0.076,0.014,0.058,0.106
"qE8nPkDp6IcCY3fiAQVX",0.108,0.148,0.548,0.034,0.022,0.044,0.026,0.026,0.044
"qebpHyKO9zJQIn17UEwa",0.142,0.116,0.464,0.056,0.066,0.046,0.026,0.03,0.054
"qEcCYXt3ZDoTfh71WwRs",0.294,0.132,0.108,0.088,0.02,0.124,0.014,0.092,0.128
"qEfZvQlXbDapLYB2eWuN",0.072,0.618,0.122,0.026,0.014,0.068,0.02,0.02,0.04
"QeJSLKZVph4H50cj36xI",0.296,0.098,0.102,0.06,0.04,0.104,0.044,0.12,0.136
"QEmJBINj3vh0LyKV15XC",0.126,0.108,0.448,0.056,0.064,0.038,0.054,0.052,0.054
"qeMkpo2G6f7dwFavOBTW",0.154,0.018,0.014,0.12,0.034,0.1,0.074,0.402,0.084
"qEOnswMk3v1rCceGf7KP",0.06,0.022,0.032,0.176,0.048,0.074,0.472,0.078,0.038
"QeS9ZWRinM7cL8hjs4ka",0.188,0.166,0.118,0.076,0.048,0.144,0.022,0.088,0.15
"QesjcCAqkgpG9DZJtNo0",0.224,0.05,0.084,0.124,0.028,0.102,0.06,0.186,0.142
"QeumB9Aljdvn1zHMEy7c",0.122,0.182,0.41,0.064,0.046,0.052,0.014,0.04,0.07
"qEUovQZ5crefTxV8z7kI",0.138,0.45,0.124,0.046,0.026,0.068,0.03,0.054,0.064
"qf2lCwtdH7N8bpaj4BRO",0.156,0.2,0.38,0.032,0.038,0.05,0.024,0.028,0.092
"QF48Ax0C3hPtyYfWUTaz",0.162,0.132,0.096,0.13,0.042,0.164,0.062,0.084,0.128
"QF5o7VzCUvDef3dhrG9k",0.156,0.206,0.328,0.042,0.028,0.09,0.018,0.058,0.074
"QfB6woWIVFNk7lLip0t3",0.118,0.062,0.04,0.222,0.052,0.164,0.08,0.106,0.156
"QFBdYysjP9ReKIT8lapC",0.084,0.026,0.028,0.348,0.068,0.092,0.12,0.134,0.1
"QFbOfK92pmwM7qDWH5AC",0.27,0.108,0.074,0.134,0.032,0.166,0.026,0.092,0.098
"QFEnCyRfa8SxMhO7354s",0.086,0.044,0.036,0.348,0.064,0.112,0.112,0.07,0.128
"QfglwzOCaNrXUVtFJkxb",0.166,0.178,0.316,0.064,0.028,0.072,0.018,0.034,0.124
"QFgtzSPHnhwkC1YOAJf7",0.432,0.128,0.092,0.048,0.02,0.066,0.018,0.074,0.122
"qfI12UP9txAZRzMNg3md",0.124,0.03,0.056,0.096,0.038,0.086,0.058,0.42,0.092
"QFIxNCUAvrVKJYTgRo8E",0.156,0.262,0.276,0.054,0.038,0.088,0.008,0.044,0.074
"QfkiM9FASpzW7HhCgN0v",0.168,0.176,0.25,0.082,0.064,0.136,0.024,0.054,0.046
"qflbyM5ohWHcv1t4aUrx",0.292,0.202,0.106,0.056,0.022,0.16,0.026,0.034,0.102
"qFn05WeKiPtQz1kUEIjl",0.134,0.208,0.422,0.028,0.03,0.05,0.006,0.052,0.07
"QfNMFWXb4U15PmKAw0Ip",0.174,0.48,0.13,0.032,0.016,0.05,0.004,0.022,0.092
"qfONA7b5Iwe4WJQMDRsl",0.146,0.454,0.146,0.034,0.028,0.042,0.018,0.048,0.084
"qFpgNC9sSdcyLmb2Pzl8",0.132,0.178,0.474,0.034,0.044,0.04,0.026,0.016,0.056
"QFPmtjiHrzblEcM6qeLR",0.282,0.18,0.158,0.042,0.008,0.072,0.036,0.032,0.19
"qFPzWhIx41Q6MYAu2Ne9",0.248,0.27,0.062,0.082,0.02,0.106,0.02,0.062,0.13
"QfU27B9WgNFt3xcIT1Xi",0.112,0.038,0.028,0.284,0.038,0.112,0.114,0.178,0.096
"qFVM6DTPlu1ByrOXa7gG",0.072,0.134,0.52,0.048,0.05,0.028,0.03,0.05,0.068
"QFvxwS3qBPk412pTAcs0",0.144,0.244,0.332,0.046,0.034,0.054,0.004,0.024,0.118
"QfZAC5LWa2Vk7nBOUbIv",0.178,0.49,0.136,0.024,0.01,0.044,0.014,0.022,0.082
"qG2BVclsSFywZ6z05Avj",0.054,0.72,0.068,0.016,0.024,0.052,0.02,0.028,0.018
"Qg2K5aUTubv7OtSoxZyr",0.086,0.076,0.076,0.246,0.056,0.11,0.104,0.128,0.118
"QG34UhZtnElDcIF6Tdga",0.084,0.646,0.112,0.014,0.02,0.052,0.01,0.014,0.048
"Qg8Gtjp6XNMhn7fASFkV",0.148,0.146,0.43,0.038,0.052,0.052,0.034,0.028,0.072
"qGAuBU40gKXWYM3DcRVt",0.122,0.018,0.012,0.092,0.036,0.09,0.076,0.426,0.128
"qgb5yrhmiFRnDGQ8MPcu",0.368,0.158,0.102,0.044,0.006,0.09,0.026,0.044,0.162
"qGBJQrEOeuKW28yjpRn0",0.128,0.472,0.2,0.034,0.014,0.036,0.008,0.052,0.056
"QGc5p0fVAn9vComZwrtK",0.074,0.026,0.028,0.314,0.042,0.13,0.174,0.126,0.086
"qgCQAwU0Pzrl7bRXOd59",0.274,0.148,0.172,0.046,0.016,0.124,0.016,0.08,0.124
"QgFh1Ilukw6DrEpXcCMt",0.284,0.24,0.138,0.022,0.014,0.076,0.02,0.078,0.128
"QGFZMUqfjo62xYR1I9wD",0.258,0.102,0.09,0.128,0.032,0.128,0.056,0.094,0.112
"qgG1BNQXmiMvzwykshVH",0.214,0.154,0.066,0.08,0.042,0.168,0.03,0.098,0.148
"qGNgrp1K9QIykCiMnZVm",0.114,0.11,0.498,0.062,0.054,0.056,0.012,0.04,0.054
"QgNTOcC67R2zryfpWPJF",0.16,0.168,0.286,0.118,0.054,0.07,0.028,0.042,0.074
"qGOUVIivHS3yawkfbFjK",0.246,0.228,0.132,0.086,0.032,0.11,0.024,0.054,0.088
"qGQeWYdunfb0tD5B9LPm",0.07,0.094,0.624,0.024,0.026,0.056,0.032,0.042,0.032
"qgR4lCbHkOr29eoJnwuV",0.112,0.61,0.14,0.012,0.016,0.046,0.006,0.016,0.042
"QGS63zgctBHMVUl8PsAZ",0.086,0.022,0.052,0.106,0.018,0.092,0.464,0.124,0.036
"qGSrbEBkMw5AzXOHsiCt",0.158,0.27,0.136,0.08,0.034,0.15,0.014,0.07,0.088
"QgT47I8E1iOc2b5vwBZo",0.116,0.158,0.436,0.058,0.052,0.054,0.014,0.048,0.064
"qGviWzRAmNaPUY9OLS5M",0.326,0.228,0.112,0.04,0.016,0.126,0.018,0.044,0.09
"QgvVdjF39MnzK1imkNJL",0.318,0.088,0.128,0.042,0.02,0.062,0.036,0.172,0.134
"QgWByqZ7n4kNDYCorJRa",0.14,0.238,0.138,0.106,0.028,0.106,0.046,0.09,0.108
"qGxFJWZk5LQMU3IAgz1e",0.28,0.142,0.09,0.12,0.028,0.082,0.018,0.118,0.122
"qgYBNztO8PmD1F46wxWy",0.234,0.18,0.132,0.05,0.02,0.1,0.042,0.062,0.18
"QgyDnHbMW3r5Zfio6St7",0.184,0.128,0.412,0.046,0.04,0.026,0.022,0.046,0.096
"QgyFTOYURVGoS0PaKD6q",0.276,0.14,0.1,0.074,0.022,0.07,0.048,0.154,0.116
"qGzaVo6Llbrk4AH31cTB",0.15,0.474,0.14,0.034,0.018,0.06,0.014,0.036,0.074
"QH40uBtVUbwpfaZi5o1O",0.144,0.564,0.112,0.026,0.012,0.054,0.008,0.022,0.058
"qH5IAwJLr7FkGyp1SghC",0.204,0.18,0.124,0.108,0.038,0.12,0.024,0.104,0.098
"QH78LZA1YMNpfnEI4mJP",0.122,0.074,0.052,0.178,0.046,0.148,0.072,0.126,0.182
"qHAMnTVWmvP46C0OK8SJ",0.276,0.244,0.152,0.042,0.014,0.102,0.014,0.056,0.1
"QHConGXh4Vvg7bxuNBkj",0.348,0.17,0.164,0.024,0.008,0.1,0.052,0.048,0.086
"QHer5NGos761WqmSEu2J",0.288,0.138,0.09,0.07,0.02,0.12,0.052,0.146,0.076
"QHEU8vzS7arC9RdWhgkX",0.232,0.076,0.068,0.126,0.026,0.092,0.082,0.178,0.12
"qHJKrcR8dNayi4LXCmg1",0.198,0.238,0.116,0.094,0.026,0.09,0.048,0.068,0.122
"qhPY1sJin7jXNbf3Kp6g",0.276,0.322,0.12,0.028,0.014,0.104,0.018,0.034,0.084
"QHSCTW4VmyeLsvpJO1BG",0.112,0.164,0.426,0.05,0.048,0.04,0.024,0.05,0.086
"qhtrmU9D4diL3ejT5u8x",0.154,0.486,0.16,0.028,0.028,0.044,0,0.034,0.066
"qhtvkJu7cBLmPZzVi0Mf",0.164,0.498,0.206,0.02,0.024,0.028,0.008,0.018,0.034
"qHvTxSMImAQhXYW5a2PO",0.198,0.126,0.082,0.132,0.036,0.12,0.066,0.104,0.136
"QHw4xy5tNPh7RKFzWkjp",0.084,0.014,0.028,0.236,0.054,0.09,0.234,0.172,0.088
"Qhwv9lOeIMW2Xm8JpbRo",0.2,0.194,0.182,0.024,0.014,0.12,0.022,0.064,0.18
"qHxQ7N6SwduorWpLU8YD",0.122,0.544,0.138,0.03,0.034,0.034,0.012,0.026,0.06
"qhY6zHjbRVWNvn17B5OD",0.18,0.182,0.326,0.058,0.028,0.088,0.028,0.038,0.072
"qi3vFLGcUEI8CgPHDfmV",0.07,0.028,0.036,0.082,0.044,0.066,0.06,0.548,0.066
"qI5eCWLZNw1iar4HFVYo",0.202,0.33,0.126,0.05,0.028,0.108,0.018,0.05,0.088
"QI9ARxz2dVf7peL5qHka",0.13,0.518,0.146,0.042,0.034,0.028,0.004,0.026,0.072
"qIbfFMrwWnpKZ5VihOoU",0.122,0.136,0.376,0.082,0.052,0.086,0.038,0.038,0.07
"qIda5NLkpQEvsoB74yX8",0.18,0.246,0.136,0.094,0.01,0.166,0.016,0.064,0.088
"QIeSvDzy3dkcq8rKfUJl",0.112,0.02,0.038,0.076,0.028,0.074,0.496,0.1,0.056
"qIFteCZrbK6WMovY13hN",0.146,0.49,0.186,0.028,0.016,0.048,0.006,0.04,0.04
"qIfuTZ6JR2OF9pCWXMrA",0.31,0.268,0.132,0.046,0.014,0.104,0.008,0.032,0.086
"qijDaFYwvT8oQGXu261f",0.18,0.246,0.108,0.048,0.026,0.078,0.024,0.076,0.214
"QIkhp5eNMXWf3F6Ui2sS",0.092,0.098,0.6,0.058,0.038,0.034,0.022,0.028,0.03
"qil1GdS4Y9opI82AfZNF",0.134,0.144,0.394,0.054,0.06,0.076,0.028,0.016,0.094
"qIRuldKt5G3HAsaQEJyU",0.108,0.014,0.022,0.082,0.032,0.06,0.06,0.546,0.076
"QISxpoJ12jbsqWe6BLUG",0.312,0.228,0.07,0.056,0.028,0.116,0.028,0.066,0.096
"qISy5PbQHF0jwT2Ufmlh",0.248,0.356,0.158,0.03,0.004,0.05,0.014,0.046,0.094
"QItobmqGMzWOPucfarhD",0.16,0.24,0.124,0.074,0.034,0.114,0.036,0.082,0.136
"QIU6mvjVsZGFltyf5n0R",0.118,0.202,0.306,0.052,0.026,0.108,0.026,0.042,0.12
"qiVYUkCZ6r1xmcldoAvW",0.056,0.614,0.124,0.024,0.014,0.086,0.014,0.026,0.042
"QiWo15v3O2RAHn4VmLMt",0.186,0.084,0.066,0.232,0.08,0.1,0.052,0.114,0.086
"qiXAydLsQ5zTS264NnVW",0.122,0.514,0.154,0.028,0.028,0.036,0.014,0.046,0.058
"QixuUoEs3jwOhHvkFXcy",0.112,0.202,0.378,0.056,0.054,0.048,0.018,0.05,0.082
"qIYC6mBFi0t3neN2j8Rw",0.228,0.08,0.052,0.136,0.038,0.134,0.088,0.088,0.156
"QiZbkKJMvt4ndDEFy5R7",0.186,0.05,0.068,0.154,0.03,0.166,0.084,0.144,0.118
"qIZvL1rOEURP9sm73DVJ",0.228,0.264,0.18,0.044,0.014,0.066,0.022,0.03,0.152
"Qj32sXlNSoWe4OaRr7Hw",0.092,0.028,0.024,0.098,0.02,0.068,0.056,0.566,0.048
"qj47yUciACnxhHOEWKtf",0.232,0.166,0.15,0.056,0.026,0.122,0.05,0.064,0.134
"qJ7lD80CmLewA9ZaTE4F",0.118,0.11,0.552,0.034,0.04,0.044,0.028,0.04,0.034
"QJ8Xpwe35K9EGI2k6HbZ",0.174,0.188,0.302,0.05,0.028,0.088,0.02,0.074,0.076
"qjBugdT5VyJ4QCYw2Gmo",0.024,0.002,0.02,0.124,0.032,0.046,0.648,0.08,0.024
"qJex84R1KIc2FD3QBgEa",0.176,0.132,0.428,0.048,0.056,0.04,0.02,0.032,0.068
"QjH69uWAIJZxlyfbKSGz",0.142,0.16,0.44,0.044,0.038,0.046,0.024,0.044,0.062
"qJIYDLzpOTu013iXfWN5",0.078,0.702,0.072,0.016,0.012,0.04,0.016,0.032,0.032
"qjkfWFXMdvarZ4RO89U0",0.102,0.036,0.052,0.14,0.034,0.208,0.21,0.14,0.078
"qjL80J7XofuyhNRtBzmF",0.102,0.07,0.642,0.052,0.022,0.032,0.008,0.028,0.044
"QJnz7UtESNlOpGD459Xd",0.104,0.112,0.538,0.056,0.04,0.032,0.024,0.046,0.048
"QjOFTHYsUJ42tAdwiEC5",0.116,0.048,0.02,0.304,0.062,0.124,0.11,0.138,0.078
"qJsb9jNCxrdM2PtuiALF",0.088,0.164,0.494,0.038,0.056,0.038,0.014,0.054,0.054
"QJSEKZOpW1UGBrevofN3",0.188,0.062,0.026,0.254,0.05,0.13,0.1,0.122,0.068
"QjTxzP41W2K0CF8MIZv5",0.124,0.044,0.03,0.24,0.052,0.13,0.116,0.156,0.108
"qJWg9VrustCc1XNiPaBG",0.132,0.426,0.1,0.048,0.032,0.078,0.022,0.106,0.056
"QJWsycfiguFMODPVR45A",0.158,0.194,0.098,0.108,0.04,0.152,0.034,0.09,0.126
"qjy4TsO72M8dJ1gitNnZ",0.3,0.138,0.07,0.066,0.028,0.1,0.044,0.104,0.15
"QK1CxvFyGgdDWl4safVP",0.106,0.142,0.422,0.048,0.048,0.032,0.03,0.05,0.122
"QK24GCl3w8DPxt90aMWb",0.116,0.128,0.574,0.052,0.026,0.028,0.008,0.016,0.052
"Qk6KTRcHLflBJWvDa1zh",0.258,0.21,0.096,0.042,0.018,0.14,0.016,0.088,0.132
"qk9lvKLZ8GBncxDV5aTF",0.104,0.198,0.468,0.034,0.036,0.064,0.014,0.028,0.054
"QkCi2mn5dJEbKrBtgaSL",0.086,0.054,0.05,0.334,0.07,0.08,0.106,0.116,0.104
"qkcQAEbH9Tids2waZ4fV",0.248,0.286,0.126,0.028,0.008,0.076,0,0.08,0.148
"qkDaXrthJMvSO6dnNxpG",0.106,0.022,0.02,0.132,0.028,0.074,0.04,0.49,0.088
"QkDZRa6X7wjCliLIzhxf",0.134,0.248,0.37,0.044,0.04,0.036,0.02,0.04,0.068
"QkEBjhDIw57eOYgoz1Pf",0.288,0.204,0.122,0.058,0.008,0.08,0.036,0.052,0.152
"qkHnrjDc5BzbUKQ71suJ",0.138,0.194,0.44,0.034,0.048,0.03,0.022,0.034,0.06
"qkMm15FtD30Nr7hlBQug",0.102,0.212,0.456,0.028,0.026,0.044,0.02,0.052,0.06
"qkPcvjLU4530XSm7aFnE",0.066,0.028,0.014,0.088,0.012,0.044,0.04,0.648,0.06
"QKqAWfvC8VRmdUEbLcYk",0.086,0.032,0.03,0.078,0.022,0.05,0.052,0.578,0.072
"qkQF6zMEt2w9cxb1NU4f",0.18,0.144,0.406,0.032,0.042,0.056,0.024,0.022,0.094
"qKRcdgt2InbhHaZ8xeiA",0.142,0.048,0.026,0.168,0.034,0.09,0.11,0.264,0.118
"qKsUXNyjQJZaEDBeOYcV",0.078,0.028,0.024,0.28,0.076,0.098,0.138,0.188,0.09
"QkT9jxvsF7nau30gNBEH",0.274,0.224,0.084,0.05,0.02,0.116,0.026,0.098,0.108
"qKtGS98AUwPhbWHRMcaI",0.06,0.02,0.028,0.162,0.048,0.072,0.474,0.094,0.042
"QkUdwS1vHcTZIqna0VEM",0.094,0.116,0.386,0.048,0.074,0.082,0.028,0.094,0.078
"qKuovewpY2lLs9Z4bf7z",0.068,0.454,0.122,0.082,0.024,0.092,0.036,0.056,0.066
"qkuZUhPWBOxyYaDmzweG",0.286,0.074,0.076,0.13,0.04,0.106,0.034,0.128,0.126
"qKVLb0m9UsH7IcvNA2gD",0.226,0.32,0.11,0.024,0.012,0.078,0.016,0.044,0.17
"QKvszL9qCXldDVa8JwyT",0.13,0.27,0.292,0.062,0.034,0.088,0.006,0.044,0.074
"qKX76dW3GTyRYBLv2IO4",0.064,0.038,0.04,0.068,0.03,0.092,0.034,0.552,0.082
"QKxqiEsFwbfoIT8W0Olc",0.114,0.038,0.052,0.172,0.048,0.146,0.12,0.154,0.156
"Ql03oPCuesbAq9gFiIKH",0.174,0.086,0.046,0.162,0.038,0.186,0.062,0.14,0.106
"QL27B6GmMCu05AdOz9SH",0.156,0.25,0.09,0.062,0.03,0.142,0.016,0.092,0.162
"ql3VFzbC8hiPwgSyIrcN",0.066,0.626,0.12,0.022,0.032,0.048,0.008,0.026,0.052
"qL6Z0S7GowkrgzJ2AB3u",0.094,0.528,0.164,0.02,0.022,0.046,0.01,0.048,0.068
"ql9m2XOczUdJZfr6LgWM",0.13,0.214,0.402,0.03,0.038,0.048,0.018,0.046,0.074
"QlAkfMZGUvgY0buh3DKp",0.26,0.284,0.172,0.054,0.02,0.066,0.016,0.046,0.082
"QLAuq5RbZeN9BMVylwiK",0.092,0.024,0.016,0.114,0.038,0.092,0.07,0.474,0.08
"QLcaYGBrFPCqnTySfzti",0.138,0.222,0.118,0.096,0.048,0.104,0.044,0.1,0.13
"qlD3xOUXIk9uS6c7LP8i",0.036,0.016,0.006,0.048,0.02,0.046,0.046,0.72,0.062
"QLDt6epbSzEi4c1hBV7K",0.11,0.016,0.01,0.086,0.04,0.072,0.076,0.51,0.08
"qleQOin3AuMKkvHIGrds",0.098,0.23,0.396,0.036,0.052,0.036,0.026,0.052,0.074
"QLgIZxiohyKJ068cSObF",0.138,0.526,0.116,0.044,0.008,0.04,0.006,0.026,0.096
"QLGrJmiszkOTxB45v2E3",0.128,0.152,0.05,0.104,0.024,0.19,0.092,0.136,0.124
"qLhSyup5GUZwcC0arRM2",0.152,0.444,0.226,0.01,0.022,0.032,0.006,0.008,0.1
"QlHWA1Mk72tF5CrmSGKy",0.084,0.604,0.138,0.026,0.012,0.032,0.006,0.036,0.062
"Qlik8J4FMh2UTbrGX0A1",0.234,0.258,0.13,0.046,0.028,0.108,0.018,0.058,0.12
"qLjipCcZk5nrROXbutaJ",0.118,0.056,0.056,0.146,0.054,0.116,0.138,0.182,0.134
"QlJnYU3rwOsyLpKzTBbk",0.232,0.244,0.116,0.036,0.02,0.1,0.004,0.068,0.18
"Qlk6zaE2fH8dOqg9CN4U",0.132,0.308,0.146,0.104,0.026,0.092,0.026,0.06,0.106
"QlODRu0dtMjp8A7rwoPc",0.136,0.024,0.024,0.084,0.04,0.13,0.096,0.38,0.086
"QLoMAnHDBx0Kb4TIzsrw",0.228,0.31,0.112,0.02,0.012,0.056,0.01,0.066,0.186
"qLpAzrXmjPtoD5gQ7Rs9",0.122,0.114,0.466,0.062,0.05,0.054,0.02,0.038,0.074
"QlrF5f76seo1EWzYv02A",0.148,0.134,0.488,0.054,0.038,0.026,0.024,0.022,0.066
"qlrtUn2dRmWGu1K4H90F",0.312,0.192,0.086,0.088,0.024,0.1,0.024,0.058,0.116
"QluUjOPvRBFb6LcH1EVK",0.056,0.01,0.032,0.208,0.04,0.088,0.42,0.1,0.046
"QLW9NBDrZngzo685tpMw",0.172,0.414,0.148,0.028,0.01,0.056,0.024,0.04,0.108
"QLws6olPJm4bOndUBKhi",0.094,0.134,0.492,0.078,0.044,0.062,0.026,0.03,0.04
"QLWZKlazvDo4Vj9Oepf6",0.168,0.496,0.162,0.022,0.012,0.052,0,0.014,0.074
"qLX1jfs6nQiN8FGVc5Tv",0.114,0.208,0.396,0.058,0.048,0.036,0.02,0.054,0.066
"qLXMEbt0Y2m4J9yHRsQd",0.336,0.196,0.136,0.034,0.004,0.078,0.03,0.056,0.13
